PassengerId,Survived
892,0.33230691501254267
893,0.3305538942953607
894,0.3362355672059089
895,0.3340686035842115
896,0.34173225541704394
897,0.335257790937582
898,0.33188409284245535
899,0.3770643330049649
900,0.33103844850228076
901,0.3668108953803476
902,0.33244771479518176
903,0.3707220004536552
904,0.4896760414419137
905,0.3707220004536552
906,0.445085849617761
907,0.37435996240508645
908,0.34186438734519625
909,0.3310295692367089
910,0.3325094468320145
911,0.3310295692367089
912,0.44133330285823613
913,0.32245854102686905
914,0.3827371266499413
915,0.44551755105342017
916,0.8704449527255957
917,0.3464097256736348
918,0.4467860175636821
919,0.3310295692367089
920,0.3802354992806197
921,0.36158735029108896
922,0.3707220004536552
923,0.3823496101310563
924,0.3592529490900369
925,0.365331017785042
926,0.43784501995501585
927,0.33103844850228076
928,0.33277371068831907
929,0.3340686035842115
930,0.3358391714214521
931,0.4351935021263983
932,0.3441195093893569
933,0.3718847614213953
934,0.33235088851823175
935,0.34323855939798
936,0.4268605227983176
937,0.3325094468320145
938,0.37854421060027044
939,0.3321394774331881
940,0.47704422911055533
941,0.349369480864246
942,0.44260176936849804
943,0.34753718099017267
944,0.36437966790234555
945,0.8717662720071186
946,0.348691274103426
947,0.37732859686126946
948,0.33244771479518176
949,0.3319280663481444
950,0.34979230303433334
951,0.8704449527255957
952,0.33244771479518176
953,0.34429561482319826
954,0.3321394774331881
955,0.3320866246619272
956,0.8704449527255957
957,0.36015144620147244
958,0.3324126205550645
959,0.4053934184008147
960,0.376086556736638
961,0.8717662720071186
962,0.3321394774331881
963,0.33244771479518176
964,0.3325094468320145
965,0.37435996240508645
966,0.7628895632096362
967,0.7628895632096362
968,0.33277371068831907
969,0.37008776719852426
970,0.34323855939798
971,0.3321394774331881
972,0.34798642954589043
973,0.7846209314634436
974,0.3707220004536552
975,0.33244771479518176
976,0.33839365156203455
977,0.34631289939668486
978,0.3324126205550645
979,0.33277371068831907
980,0.3321394774331881
981,0.36437966790234555
982,0.3451412591633729
983,0.332192330204449
